Series,PBG,PBU,PBU_1,PBU_2,Focus/DR Flag,Pricing/Lead Time PM,Technical PM
M550B,Capacitor,TANTALUM,MCP,SP-KO PHS,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
M551B,Capacitor,TANTALUM,MCP,SP-KO PHS,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T110A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T110B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T110C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T110D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T111A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T111B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T111C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T112E,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T140A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T140B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T140C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T140D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T210A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T212A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T212B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T212C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T212D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T213A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T213B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T213C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T213D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T215A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T215B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T215C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T216A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T216B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T216C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T216D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T222A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T222B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T240C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T240D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T242A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T242B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T242C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T242D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T252A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T252B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T252C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T252D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T256A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T256B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T256C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T256D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T262C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T262D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T322A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T322B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T322C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T322D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T322E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T322F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T323A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T323B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T323C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T323D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T330A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T330B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T330C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T330D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T340A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T340B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T340C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T340D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T340E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T340F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350J,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350K,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350L,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T350M,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T351H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T352H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353J,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353K,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353L,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T353M,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354J,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354K,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354L,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T354M,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T355H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356B,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356J,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356K,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356L,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T356M,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T363A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T363B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T363C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T363D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T368C,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T368D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T369A,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T369B,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T370C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T370D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T370E,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T370F,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T378C,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T378D,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T378E,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T378F,Capacitor,TANTALUM,MCP,SP-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T396D,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T396J,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T396K,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T396M,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398A,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398E,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398F,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398G,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398H,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398K,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398L,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T398M,Capacitor,TANTALUM,MCP,CM-MNO2 THRU HOLE,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409A,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409B,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409C,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409D,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409E,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409F,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409G,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T409H,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419A,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419B,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419C,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419D,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419E,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419F,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419G,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419H,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T419X,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T428P,Capacitor,TANTALUM,MCP,SP-MNO2 HI CV MLDD,No,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T429A,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T429B,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
T429C,Capacitor,TANTALUM,MCP,SP-MNO2 MIL/MIL EQ,Yes,James Turner,"Polymer: Rosa Davila; 
MnO2: Manuel Banda"
